review_id,text,source,item,true_sentiment,review_date
REV102859,"This coffee maker is a game changer, I use it every single day. :)",Facebook Comment,coffee maker,positive,2024-01-23
REV102860,"Excellent coffee maker, exactly as described and super reliable.",Twitter/X Post,coffee maker,positive,2024-08-17
REV102861,Comparing the water bottle to similar products on the market now.,Amazon Review,water bottle,neutral,2024-08-30
REV102862,"The running shoes is okay, not great but not bad either.",News Headline,running shoes,neutral,2024-08-24
REV102863,"The wireless headphones is okay, not great but not bad either.",Product Forum,wireless headphones,neutral,2024-10-11
REV102864,Comparing the bluetooth speaker to similar products on the market now.,News Headline,bluetooth speaker,neutral,2024-12-07
REV102865,Comparing the office chair to similar products on the market now.,Twitter/X Post,office chair,neutral,2024-10-30
REV102866,This backpack caused nothing but problems since day one.,Amazon Review,backpack,negative,2024-08-28
REV102867,"Excellent restaurant chain, exactly as described and super reliable.",Facebook Comment,restaurant chain,positive,2024-02-05
REV102868,"I'm so disappointed with this smartphone case, complete waste of money.",Product Forum,smartphone case,negative,2024-11-04
REV102869,The airline stopped working and support was unhelpful.,Amazon Review,airline,negative,2024-02-28
REV102870,"Terrible software update, broke after just two days of use. Never again.",Amazon Review,software update,negative,2024-11-13
REV102871,"Received the mobile app today, packaging was standard.",News Headline,mobile app,neutral,2024-07-31
REV102872,"Terrible yoga mat, broke after just two days of use.",Twitter/X Post,yoga mat,negative,2024-05-05
REV102873,The customer service team was super helpful with my delivery service order.,Amazon Review,delivery service,positive,2024-01-13
REV102874,Great gaming mouse! My whole family loves it.,Amazon Review,gaming mouse,positive,2024-08-21
REV102875,"Worst air purifier I have ever bought, total regret.",Product Forum,air purifier,negative,2024-05-22
REV102876,"The mobile app does what it's supposed to do, nothing special.",Facebook Comment,mobile app,neutral,2024-10-12
REV102877,I hate how unreliable this customer support experience turned out to be.,Twitter/X Post,customer support experience,negative,2024-05-19
REV102878,"I bought the kitchen blender last week, still testing it out.",Product Forum,kitchen blender,neutral,2024-08-20
REV102879,"I bought the streaming service last week, still testing it out.",Product Forum,streaming service,neutral,2024-08-17
REV102880,Considering whether to keep the laptop stand or exchange it.,Amazon Review,laptop stand,neutral,2024-02-15
REV102881,Highly recommend the smartphone case to anyone looking for quality.,Product Forum,smartphone case,positive,2024-11-22
REV102882,"The streaming service works as expected, average performance overall.",News Headline,streaming service,neutral,2024-08-23
REV102883,The airline arrived quickly and the build quality is amazing. :),Product Forum,airline,positive,2024-06-29
REV102884,The wireless headphones arrived quickly and the build quality is amazing.,Facebook Comment,wireless headphones,positive,2024-08-30
REV102885,"The desk lamp does what it's supposed to do, nothing special.",Facebook Comment,desk lamp,neutral,2024-12-24
REV102886,"I'm so disappointed with this mobile app, complete waste of money.",Product Forum,mobile app,negative,2024-07-04
REV102887,The smartphone case is overpriced for such low quality.,Twitter/X Post,smartphone case,negative,2024-07-21
REV102888,"Terrible running shoes, broke after just two days of use.",Product Forum,running shoes,negative,2024-05-17
REV102889,"I'm so disappointed with this laptop stand, complete waste of money. 😡",Product Forum,laptop stand,negative,2024-12-23
REV102890,"This wireless headphones is a game changer, I use it every single day.",Twitter/X Post,wireless headphones,positive,2024-12-16
REV102891,"Disappointing restaurant chain, definitely returning it.",Facebook Comment,restaurant chain,negative,2024-01-21
REV102892,"Excellent bluetooth speaker, exactly as described and super reliable.",Facebook Comment,bluetooth speaker,positive,2024-06-27
REV102893,"Excellent kitchen blender, exactly as described and super reliable.",Twitter/X Post,kitchen blender,positive,2024-09-30
REV102894,"This streaming service is a game changer, I use it every single day.",News Headline,streaming service,positive,2024-02-12
REV102895,"This fitness tracker is a game changer, I use it every single day. Love it!",Twitter/X Post,fitness tracker,positive,2024-02-08
REV102896,"I bought the backpack last week, still testing it out.",Facebook Comment,backpack,neutral,2024-12-26
REV102897,"The water bottle works as expected, average performance overall.",Twitter/X Post,water bottle,neutral,2024-10-05
REV102898,"Awful experience with the yoga mat, would not recommend at all.",Facebook Comment,yoga mat,negative,2024-07-11
REV102899,"I'm impressed by how well the subscription plan performs, truly outstanding.",Facebook Comment,subscription plan,positive,2024-12-28
REV102900,The coffee maker arrived quickly and the build quality is amazing.,Product Forum,coffee maker,positive,2024-09-27
REV102901,"I'm impressed by how well the streaming service performs, truly outstanding.",News Headline,streaming service,positive,2024-01-07
REV102902,"Awful experience with the wireless headphones, would not recommend at all.",Twitter/X Post,wireless headphones,negative,2024-09-02
REV102903,The office chair stopped working and support was unhelpful.,Product Forum,office chair,negative,2024-08-17
REV102904,"Worst airline I have ever bought, total regret.",Product Forum,airline,negative,2024-02-25
REV102905,This running shoes is poorly made and feels cheap.,News Headline,running shoes,negative,2024-12-27
REV102906,"Excellent water bottle, exactly as described and super reliable.",Amazon Review,water bottle,positive,2024-06-23
REV102907,"The software update works as expected, average performance overall.",Facebook Comment,software update,neutral,2024-10-14
REV102908,"This backpack is a game changer, I use it every single day. 😊",News Headline,backpack,positive,2024-02-21
REV102909,"The gaming mouse works as expected, average performance overall.",Product Forum,gaming mouse,neutral,2024-10-27
REV102910,"Disappointing gaming mouse, definitely returning it.",News Headline,gaming mouse,negative,2024-10-29
REV102911,The subscription plan is overpriced for such low quality.,Product Forum,subscription plan,negative,2024-01-06
REV102912,This office chair caused nothing but problems since day one.,Facebook Comment,office chair,negative,2024-10-24
REV102913,This gaming mouse is poorly made and feels cheap.!!,Product Forum,gaming mouse,negative,2024-06-13
REV102914,Highly recommend the gaming mouse to anyone looking for quality.,Facebook Comment,gaming mouse,positive,2024-12-13
REV102915,The yoga mat has some pros and cons worth mentioning.,Twitter/X Post,yoga mat,neutral,2024-03-29
REV102916,"I'm so disappointed with this coffee maker, complete waste of money.",News Headline,coffee maker,negative,2024-04-26
REV102917,Comparing the water bottle to similar products on the market now.,Product Forum,water bottle,neutral,2024-10-16
REV102918,"Excellent desk lamp, exactly as described and super reliable.",Facebook Comment,desk lamp,positive,2024-04-03
REV102919,The software update arrived on time and matches the description.,News Headline,software update,neutral,2024-12-11
REV102920,I hate how unreliable this office chair turned out to be.,News Headline,office chair,negative,2024-05-10
REV102921,"Very frustrated with the electric toothbrush, it never worked as advertised.",News Headline,electric toothbrush,negative,2024-09-19
REV102922,"Five stars for the streaming service, it changed the way I do things.",Facebook Comment,streaming service,positive,2024-01-15
REV102923,This mobile app is poorly made and feels cheap. :(,Facebook Comment,mobile app,negative,2024-12-02
REV102924,Highly recommend the subscription plan to anyone looking for quality.,News Headline,subscription plan,positive,2024-01-28
REV102925,The running shoes arrived quickly and the build quality is amazing.,News Headline,running shoes,positive,2024-08-07
REV102926,"Worst backpack I have ever bought, total regret. Never again.",News Headline,backpack,negative,2024-09-24
REV102927,The airline arrived damaged and customer service ignored me.,Facebook Comment,airline,negative,2024-09-09
REV102928,The restaurant chain arrived damaged and customer service ignored me.,News Headline,restaurant chain,negative,2024-09-25
REV102929,The customer service team was super helpful with my office chair order.,Amazon Review,office chair,positive,2024-07-07
REV102930,"This delivery service is a game changer, I use it every single day.",Twitter/X Post,delivery service,positive,2024-07-22
REV102931,"The office chair is okay, not great but not bad either.",Facebook Comment,office chair,neutral,2024-11-30
REV102932,Considering whether to keep the gaming mouse or exchange it.,Twitter/X Post,gaming mouse,neutral,2024-11-08
REV102933,The air purifier arrived on time and matches the description.,Product Forum,air purifier,neutral,2024-10-10
REV102934,Comparing the laptop stand to similar products on the market now.,Twitter/X Post,laptop stand,neutral,2024-02-13
REV102935,"This kitchen blender is fantastic, best purchase I've made all year.",Twitter/X Post,kitchen blender,positive,2024-07-26
REV102936,"This kitchen blender is a game changer, I use it every single day. :)",Product Forum,kitchen blender,positive,2024-02-20
REV102937,"Five stars for the restaurant chain, it changed the way I do things.",News Headline,restaurant chain,positive,2024-11-01
REV102938,"The water bottle does what it's supposed to do, nothing special.",News Headline,water bottle,neutral,2024-03-11
REV102939,"I'm impressed by how well the gaming mouse performs, truly outstanding. 😊",Facebook Comment,gaming mouse,positive,2024-07-19
